,Medicine Name,Uses,Side_effects
565,Luly Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
566,Luray Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
567,Lulican Forte 5% Lotion,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
568,LUCEE CREAM,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
569,Lulifin Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
570,Luliderm Lotion,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
571,Lulimac Lotion,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
572,LzHH Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
573,Leezole Mouth Paint,Fungal infections of mouth (Thrush),No common side effects seen Blisters Skin peeling Swelling Application site irritation
574,Leezole Mouth Paint,Fungal infections,No common side effects seen Blisters Skin peeling Swelling Application site irritation
575,Luligee Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
576,LT-Mac  Lotion,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
577,Lulibor Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
578,Livafin CP Cream,Fungal nail infections,Blisters on skin Nail disorder Skin irritation Skin rash Erythema skin redness
579,Loceryl Cream,Fungal nail infections,Blisters on skin Nail disorder Skin irritation Skin rash Erythema skin redness
580,Lucoz Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
581,Lulibor Lotion,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
582,Leezole Gel,Fungal infections of vagina,Blisters Skin peeling Swelling Application site irritation
583,Leezole Gel,Fungal infections,Blisters Skin peeling Swelling Application site irritation
584,Lamifin Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Skin peeling Headache Diarrhea Rash Indigestion Abnormal liver enzyme Itching Taste change Nausea Abdominal pain Flatulence
585,Lucrush Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
586,Lamifin Lotion,Fungal skin infections,Application site reactions burning irritation itching and redness Skin peeling Headache Diarrhea Rash Indigestion Abnormal liver enzyme Itching Taste change Nausea Abdominal pain Flatulence
587,Lumycan Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
588,LT-Mac Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
589,Luliact Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
590,L-Sys Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
591,Lamifin Tablet,Fungal infections,Headache Diarrhea Rash Indigestion Abnormal liver enzyme Itching Taste change Nausea Abdominal pain Flatulence
592,Logifin CL 1% Lotion,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
593,Lamifin-M Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Burning sensation Skin atrophy Skin exfoliation
594,Lilituf Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
595,Lulimac XL Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
596,Lulibet Lotion,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
597,Lulihalt Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
598,L-Sys Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
599,Lulizol Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
600,Lofatin Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
601,Luliz 1% Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
602,Lulirx Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
603,Luhon Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
604,Lulimac Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
605,Lactifem Itch Vaginal Cream Vaginal Cream,Fungal infections,Application site reactions burning irritation itching and redness
606,Luray Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
607,LzHH Lotion,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
608,Luligee Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
609,Luliclinz-XL Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
610,Luliderm Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
611,Lamifin Lotion,Fungal skin infections,Application site reactions burning irritation itching and redness Skin peeling Headache Diarrhea Rash Indigestion Abnormal liver enzyme Itching Taste change Nausea Abdominal pain Flatulence
612,Luliderm Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
613,Lulifin Lotion,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
614,Livafin O 200mg Capsule,Fungal infections,Nausea Abdominal pain Constipation Dizziness Headache Indigestion Vomiting
615,Lulisol Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
616,Ludura Lotion,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
617,Livafin -O 100 Capsule,Fungal infections,Nausea Abdominal pain Constipation Dizziness Headache Indigestion Vomiting
618,Luly Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
619,Lamifin Dusting Powder,Fungal skin infections,Application site reactions burning irritation itching and redness Skin peeling Headache Diarrhea Rash Indigestion Abnormal liver enzyme Itching Taste change Nausea Abdominal pain Flatulence
620,Lucoz Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
621,Lzhh-XL Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
622,Lofatin Lotion,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
623,Lulizol Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
624,Lucazole Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
625,Lulilok Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
626,Luliyes Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
627,LUCEE CREAM,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
628,Luliford Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
629,L-Trix Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
630,Luliz 1% Cream,Fungal skin infections,Application site reactions burning irritation itching and redness Dry skin Skin peeling Blisters on skin
