,Medicine Name,Uses,Side_effects
1651,Diabend 40mg Tablet,Type 2 diabetes mellitus,"Hypoglycemia low blood glucose level, Weight gain, Flatulence, Diarrhea, Headache, Nausea, Dizziness"
1652,Distaclor 187mg Oral Suspension Strawberry,Bacterial infections,"Gastrointesinal symptoms, Diarrhea, Hypersensitivity, Drug eruptions, Increased white blood cell count eosinophils, Genital itching, Increased liver enzymes, Vaginal inflammation"
1653,Ducaine Suspension Sugar Free,Acidity,"Constipation, Diarrhea, Allergic reaction"
1653,Ducaine Suspension Sugar Free,Heartburn,"Constipation, Diarrhea, Allergic reaction"
1653,Ducaine Suspension Sugar Free,Stomach ulcers,"Constipation, Diarrhea, Allergic reaction"
1654,Derisone L Forte Respicap,Asthma,"Hoarseness of voice, Headache, Dizziness, Pharyngitis, Vomiting, Bronchitis inflammation of the airways, Dryness in mouth, Cough, Application site irritation, Nausea, Gastrointestinal motility disorder, Thrush, Throat irritation"
1655,Diomilin-NT Tablet,Neuropathic pain,"Constipation, Difficulty in urination, Weight gain, Sleepiness, Dizziness, Tiredness, Blurred vision, Dryness in mouth, Increased heart rate, Orthostatic hypotension sudden lowering of blood pressure on standing, Uncoordinated body movements"
1656,DO RE ME 75mg Tablet,Anxiety disorder,"Dryness in mouth, Increased heart rate, Orthostatic hypotension sudden lowering of blood pressure on standing, Weight gain, Difficulty in urination, Constipation, Blurred vision"
1656,DO RE ME 75mg Tablet,"$name is thought to work by affecting the balance of certain chemicals  in the brain., It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level., It is used to treat depression that is unresponsive to other medicines., You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly., Depression","Dryness in mouth, Increased heart rate, Orthostatic hypotension sudden lowering of blood pressure on standing, Weight gain, Difficulty in urination, Constipation, Blurred vision"
1657,Dayo  OD 750 Tablet PR,"Epilepsy/, Seizures","Decreased body temperature, Dizziness, Sleepiness, Tremors, Paresthesia tingling or pricking sensation, Anemia low number of red blood cells, Decreased sodium level in blood, Liver injury, Gastrointestinal disturbance, Hypersensitivity, Deafness, Urinary incontinence, Increase in body weight, Pain during periods"
1657,Dayo  OD 750 Tablet PR,Bipolar disorder,"Decreased body temperature, Dizziness, Sleepiness, Tremors, Paresthesia tingling or pricking sensation, Anemia low number of red blood cells, Decreased sodium level in blood, Liver injury, Gastrointestinal disturbance, Hypersensitivity, Deafness, Urinary incontinence, Increase in body weight, Pain during periods"
1657,Dayo  OD 750 Tablet PR,Migraine,"Decreased body temperature, Dizziness, Sleepiness, Tremors, Paresthesia tingling or pricking sensation, Anemia low number of red blood cells, Decreased sodium level in blood, Liver injury, Gastrointestinal disturbance, Hypersensitivity, Deafness, Urinary incontinence, Increase in body weight, Pain during periods"
1658,Doxomit OD Tablet,Nausea and vomiting in pregnancy,"Dryness in mouth, Constipation, Lightheadedness, Drowsiness"
1659,Duotrol-SR Tablet,Type 2 diabetes mellitus,"Nausea, Vomiting, Diarrhea, Flatulence"
1660,Dolo 156.25mg Suspension,Pain relief,"Stomach pain, Nausea, Vomiting"
1660,Dolo 156.25mg Suspension,Fever,"Stomach pain, Nausea, Vomiting"
1661,Dysport 500IU Injection,Localized muscle spasm,"Tiredness, Weakness, Flu like symptoms, Injection site reactions pain swelling redness"
1662,Dotzide M Tablet,Type 2 diabetes mellitus,"Hypoglycemia low blood glucose level, Headache, Nausea, Dizziness, Diarrhea, Flatulence"
1663,DO RE ME 50mg Tablet,Anxiety disorder,"Dryness in mouth, Increased heart rate, Orthostatic hypotension sudden lowering of blood pressure on standing, Weight gain, Difficulty in urination, Constipation, Blurred vision"
1663,DO RE ME 50mg Tablet,"$name is thought to work by affecting the balance of certain chemicals  in the brain., It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level., It is used to treat depression that is unresponsive to other medicines., You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly., Depression","Dryness in mouth, Increased heart rate, Orthostatic hypotension sudden lowering of blood pressure on standing, Weight gain, Difficulty in urination, Constipation, Blurred vision"
1664,Diprate-OD 250 Tablet ER,"Epilepsy/, Seizures","Decreased body temperature, Dizziness, Sleepiness, Tremors, Paresthesia tingling or pricking sensation, Anemia low number of red blood cells, Decreased sodium level in blood, Liver injury, Gastrointestinal disturbance, Hypersensitivity, Deafness, Urinary incontinence, Increase in body weight, Pain during periods"
1664,Diprate-OD 250 Tablet ER,Bipolar disorder,"Decreased body temperature, Dizziness, Sleepiness, Tremors, Paresthesia tingling or pricking sensation, Anemia low number of red blood cells, Decreased sodium level in blood, Liver injury, Gastrointestinal disturbance, Hypersensitivity, Deafness, Urinary incontinence, Increase in body weight, Pain during periods"
1664,Diprate-OD 250 Tablet ER,Migraine,"Decreased body temperature, Dizziness, Sleepiness, Tremors, Paresthesia tingling or pricking sensation, Anemia low number of red blood cells, Decreased sodium level in blood, Liver injury, Gastrointestinal disturbance, Hypersensitivity, Deafness, Urinary incontinence, Increase in body weight, Pain during periods"
1665,Duopep 40 Tablet,Heartburn,"Diarrhea, Flatulence, Headache, Nausea, Stomach pain, Vomiting, Dizziness, Upper respiratory tract infection"
1665,Duopep 40 Tablet,Gastroesophageal reflux disease ,"Diarrhea, Flatulence, Headache, Nausea, Stomach pain, Vomiting, Dizziness, Upper respiratory tract infection"
1665,Duopep 40 Tablet,Peptic ulcer disease,"Diarrhea, Flatulence, Headache, Nausea, Stomach pain, Vomiting, Dizziness, Upper respiratory tract infection"
1665,Duopep 40 Tablet,"Zollinger-, Ellison syndrome","Diarrhea, Flatulence, Headache, Nausea, Stomach pain, Vomiting, Dizziness, Upper respiratory tract infection"
1666,Dancure Shampoo,Dandruff,Application site reactions burning irritation itching and redness
1667,Daztor 20 Tablet,High cholesterol,"Nausea, Stomach pain, Constipation, Muscle pain, Weakness, Dizziness, Headache, Increased glucose level in blood"
1668,Denon Soap,Fungal skin infections,"Skin peeling, Application site reactions burning irritation itching and redness, Nausea, Vomiting, Abdominal pain, Increased liver enzymes, Application site redness, Itching, Diarrhea, Abnormal liver function tests, Adrenal insufficiency, Application site burning"
1669,Divaa-OD 125 Tablet ER,"Epilepsy/, Seizures","Decreased body temperature, Dizziness, Sleepiness, Tremors, Paresthesia tingling or pricking sensation, Anemia low number of red blood cells, Decreased sodium level in blood, Liver injury, Gastrointestinal disturbance, Hypersensitivity, Deafness, Urinary incontinence, Increase in body weight, Pain during periods"
1669,Divaa-OD 125 Tablet ER,Bipolar disorder,"Decreased body temperature, Dizziness, Sleepiness, Tremors, Paresthesia tingling or pricking sensation, Anemia low number of red blood cells, Decreased sodium level in blood, Liver injury, Gastrointestinal disturbance, Hypersensitivity, Deafness, Urinary incontinence, Increase in body weight, Pain during periods"
1669,Divaa-OD 125 Tablet ER,Migraine,"Decreased body temperature, Dizziness, Sleepiness, Tremors, Paresthesia tingling or pricking sensation, Anemia low number of red blood cells, Decreased sodium level in blood, Liver injury, Gastrointestinal disturbance, Hypersensitivity, Deafness, Urinary incontinence, Increase in body weight, Pain during periods"
1670,Diva Hmg HP 150IU Injection,"Female infertility, Male hypogonadism, Male infertility","Headache, Injection site pain, Injection site allergic reaction, Abdominal pain, Abdominal cramp, Nausea, Ovarian hyperstimulation syndrome"
1671,Donica-SR Capsule,Pain relief,"Visual disturbance, Vomiting, Stomach pain epigastric pain, Nausea, Indigestion, Dizziness, Drowsiness, Visual disorder"
1672,Drez S Ointment,Bacterial skin infections,"Dry skin, Application site reactions burning irritation itching and redness"
1673,Dysliptin 20 Tablet,High cholesterol,"Dyspepsia, Abdominal pain, Indigestion, Diarrhea, Joint pain, Nasopharyngitis inflammation of the throat and nasal passages, Nausea, Pain in extremities, Urinary tract infection, Abnormal liver function tests"
1673,Dysliptin 20 Tablet,Heart attack,"Dyspepsia, Abdominal pain, Indigestion, Diarrhea, Joint pain, Nasopharyngitis inflammation of the throat and nasal passages, Nausea, Pain in extremities, Urinary tract infection, Abnormal liver function tests"
1674,Disogel Suspension Pineapple Sugar Free,"Acidity, Heartburn, Stomach ulcers","Diarrhea, Constipation"
1675,Defelax Syrup,Constipation,"Cramps, Abdominal distension, Flatulence"
1676,DTM 90 SR Tablet,Hypertension ,"Headache, Dizziness, Nausea, Edema swelling"
1676,DTM 90 SR Tablet,Angina ,"Headache, Dizziness, Nausea, Edema swelling"
1676,DTM 90 SR Tablet,Arrhythmia,"Headache, Dizziness, Nausea, Edema swelling"
1677,Dariten OD 15mg Tablet CR,Overactive bladder  symptoms,"Constipation, Dryness in mouth, Headache, Dry eye, Nasal dryness"
1678,Dorsenz-T Eye Drop,Glaucoma,"Burning sensation, Eye redness, Itching, Stinging sensation, Blurred vision"
1678,Dorsenz-T Eye Drop,Ocular hypertension,"Burning sensation, Eye redness, Itching, Stinging sensation, Blurred vision"
1679,Dabipla 150mg Capsule,"Treatment and prevention of, Blood clots","Nausea, Anemia low number of red blood cells, Gastrointestinal bleeding, Dyspepsia, Diarrhea, Abdominal pain, Nosebleeds, Skin bleeding"
1680,Derinide 200 Inhaler CFC Free,Asthma,"Difficulty in swallowing, Fungal infection of mouth, Fungal infection of oropharynx, Headache, Abdominal pain, Depression, Joint pain, Cushing syndrome, Dyspepsia, Increased risk of infection, Muscle pain, Muscle weakness, Muscle twitching, Osteoporosis, Irritability, Euphoria feeling of intense excitement and happiness"
1681,Decdan Next 6mg Tablet,Inflammatory conditions,"Increased appetite, Weight gain, Frequent urge to urinate, Cushing syndrome, Cough, Upper respiratory tract infection, Abnormal hair growth, Obesity, Nasopharyngitis inflammation of the throat and nasal passages"
1681,Decdan Next 6mg Tablet,Autoimmune conditions,"Increased appetite, Weight gain, Frequent urge to urinate, Cushing syndrome, Cough, Upper respiratory tract infection, Abnormal hair growth, Obesity, Nasopharyngitis inflammation of the throat and nasal passages"
1681,Decdan Next 6mg Tablet,Cancer,"Increased appetite, Weight gain, Frequent urge to urinate, Cushing syndrome, Cough, Upper respiratory tract infection, Abnormal hair growth, Obesity, Nasopharyngitis inflammation of the throat and nasal passages"
1682,Diabend-MEX 60 Tablet ER,Type 2 diabetes mellitus,"Hypoglycemia low blood glucose level, Headache, Nausea, Dizziness, Diarrhea, Flatulence"
1683,Depig Cream,Melasma,"Erythema skin redness, Dryness and fissuring of paranasal and infraorbital areas, Stinging sensation"
1684,Desval  ER 1g Tablet,"Epilepsy/, Seizures","Decreased body temperature, Dizziness, Sleepiness, Tremors, Paresthesia tingling or pricking sensation, Anemia low number of red blood cells, Decreased sodium level in blood, Liver injury, Gastrointestinal disturbance, Hypersensitivity, Deafness, Urinary incontinence, Increase in body weight, Pain during periods"
1684,Desval  ER 1g Tablet,Bipolar disorder,"Decreased body temperature, Dizziness, Sleepiness, Tremors, Paresthesia tingling or pricking sensation, Anemia low number of red blood cells, Decreased sodium level in blood, Liver injury, Gastrointestinal disturbance, Hypersensitivity, Deafness, Urinary incontinence, Increase in body weight, Pain during periods"
1684,Desval  ER 1g Tablet,Migraine,"Decreased body temperature, Dizziness, Sleepiness, Tremors, Paresthesia tingling or pricking sensation, Anemia low number of red blood cells, Decreased sodium level in blood, Liver injury, Gastrointestinal disturbance, Hypersensitivity, Deafness, Urinary incontinence, Increase in body weight, Pain during periods"
1685,Doxacard 2 Tablet,Hypertension ,"Dizziness, Headache, Drowsiness, Low energy, Weakness, Palpitations, Nausea"
1686,Dabirex 110mg Capsule,"Treatment and prevention of, Blood clots","Nausea, Anemia low number of red blood cells, Gastrointestinal bleeding, Dyspepsia, Diarrhea, Abdominal pain, Nosebleeds, Skin bleeding"
1687,Djiso 10mg Tablet,Acne,"Dry skin, Increased liver enzymes, Rash"
1688,Dollos-P Tablet,Pain relief,"Nausea, Vomiting, Stomach pain epigastric pain, Loss of appetite, Heartburn, Diarrhea"
1689,Dabigza 110 Capsule,"Treatment and prevention of, Blood clots","Nausea, Anemia low number of red blood cells, Gastrointestinal bleeding, Dyspepsia, Diarrhea, Abdominal pain, Nosebleeds, Skin bleeding"
1690,Durart-R 450 Tablet,"H, I, V infection","Diarrhea, Headache, Nausea, Abdominal pain, Rash, Vomiting"
1691,Dandrid Lotion,Dandruff,Application site reactions burning irritation itching and redness
1692,Denim P 500mg Tablet,Pain relief,"Stomach pain, Nausea, Vomiting"
1692,Denim P 500mg Tablet,Fever,"Stomach pain, Nausea, Vomiting"
1693,Dolanzen Tablet,Pain relief,No common side effects seen
1694,Dolodart 120mg/5ml Suspension,Pain relief,"Indigestion, Stomach pain, Nausea, Vomiting"
1694,Dolodart 120mg/5ml Suspension,Fever,"Indigestion, Stomach pain, Nausea, Vomiting"
1695,Drez S Dusting Powder,Bacterial skin infections,"Dry skin, Application site reactions burning irritation itching and redness"
1696,Danket Shampoo,Fungal infections,"Dryness, Hair discoloration, Abnormal hair texture, Nausea, Vomiting, Abdominal pain, Increased liver enzymes, Application site redness, Itching, Diarrhea, Abnormal liver function tests, Adrenal insufficiency, Application site burning"
1697,Duopil-HS 2/850 Tablet PR,Type 2 diabetes mellitus,"Hypoglycemia low blood glucose level, Headache, Nausea, Diarrhea, Flatulence"
1698,Domgel Suspension,"Acidity, Stomach ulcers, Bloating","Chalky taste, Diarrhea, Constipation"
1699,Dubagest 400 Soft Gelatin Capsule,"Hormone replacement therapy, Female infertility","Abdominal bloating, Hot flushes, Vaginal discharge, Urinary incontinence, Headache, Fatigue, Joint pain, Cough, Abnormal menstrual bleeding, Musculoskeletal bone muscle or joint pain, Slurred speech, Pain behind eyes, Vertigo"
1700,Derisone L Respicap,Asthma,"Hoarseness of voice, Headache, Dizziness, Pharyngitis, Vomiting, Bronchitis inflammation of the airways, Dryness in mouth, Cough, Application site irritation, Nausea, Gastrointestinal motility disorder, Thrush, Throat irritation"
